"tipo_vivienda","region","area_construccion_m2","nro_habitantes","uso_aire_acondicionado","uso_calefaccion","zona_entorno","nro_electrodomesticos","consumo_kwh_mensual","gasto_usd_mensual"
"departamento","sierra",93.1,4,"no","sí","residencial",8,281.8,33.64
"casa","costa",112.7,3,"no","no","residencial",9,214.8,29.49
"casa","sierra",149.9,5,"no","no","residencial",11,196.3,25.82
"departamento","sierra",94,3,"no","sí","residencial",5,224.8,30.8
"casa","costa",118.4,3,"sí","no","residencial",8,275.2,34.08
"departamento","sierra",73,5,"no","sí","residencial",8,281.5,33.76
"condominio","sierra",90.9,5,"no","no","residencial",9,179.7,20
"casa","costa",103.9,3,"no","no","residencial",6,158.7,19.32
"condominio","costa",110.9,4,"sí","no","residencial",6,261.5,29.59
"casa","oriente",124.8,7,"sí","no","residencial",10,373.4,46.02
"departamento","oriente",101.7,6,"no","no","residencial",6,198.4,22.5
"casa","costa",108.5,3,"no","no","residencial",6,111.3,19.34
"casa","sierra",89.6,5,"no","sí","comercial",2,303.4,46.01
"departamento","oriente",50,1,"no","no","industrial",6,83.8,22.24
"casa","costa",71.6,2,"sí","no","residencial",11,227.3,28.35
"departamento","costa",95.1,2,"sí","no","industrial",5,243.7,43.39
"departamento","costa",79.8,4,"sí","no","comercial",8,273.8,40.11
"casa","oriente",133.9,2,"no","no","industrial",5,105,24.87
"casa","sierra",137.7,4,"sí","no","residencial",9,284.5,36.42
"casa","costa",107.6,4,"sí","no","comercial",9,276.2,35.72
"departamento","sierra",112.6,2,"no","no","residencial",8,98.9,14.46
"departamento","sierra",121.3,6,"no","no","residencial",9,223.1,31.06
"departamento","sierra",83.2,7,"no","sí","residencial",11,359,42.05
"casa","sierra",115.3,3,"no","sí","residencial",4,248.7,27.77
"casa","costa",132.1,3,"sí","no","residencial",7,287.3,34.07
"departamento","costa",98,4,"no","no","residencial",8,196.5,23.94
"casa","sierra",146.6,4,"no","sí","residencial",5,251.2,34.72
"casa","costa",134.6,4,"no","no","residencial",8,175.5,25.07
"casa","costa",117.5,5,"sí","no","residencial",9,262.3,29.26
"departamento","sierra",87.1,3,"no","no","comercial",7,130.9,22.41
"casa","sierra",112,1,"no","no","residencial",6,127.8,15.64
"casa","sierra",101.5,3,"no","sí","comercial",11,206.4,27.94
"departamento","costa",50.4,6,"no","no","residencial",11,225.5,29.28
"casa","costa",91.5,6,"sí","no","comercial",6,283.7,39.31
"casa","costa",112.1,3,"sí","no","residencial",7,311.1,38.45
"departamento","costa",90.8,2,"no","no","residencial",6,177.4,24.16
"departamento","sierra",99.8,3,"no","no","residencial",8,152.3,18.95
"departamento","oriente",82.6,4,"sí","no","residencial",8,293.4,33.56
"casa","oriente",115.2,5,"no","no","residencial",9,151.5,19.93
"casa","costa",84.1,3,"sí","no","residencial",7,221.2,28.56
"casa","costa",115.1,7,"sí","no","residencial",11,362.7,39.29
"casa","sierra",102.5,3,"no","sí","residencial",10,259,29.62
"departamento","oriente",53.5,5,"no","no","residencial",4,145.9,21.73
"departamento","sierra",58.1,2,"no","no","residencial",10,173.2,24.56
"casa","costa",111.6,2,"no","no","comercial",5,144.9,23.02
"casa","costa",112.8,3,"sí","no","industrial",3,239.4,44.17
"casa","costa",143.1,1,"sí","no","residencial",9,253.3,31.47
"departamento","costa",124.2,6,"sí","no","comercial",9,290.4,43.2
"casa","costa",129.6,6,"no","no","industrial",12,213.9,35.44
"casa","sierra",117.7,3,"no","sí","residencial",7,219.9,25.51
"casa","costa",155.4,3,"sí","no","comercial",10,265.1,34.19
"departamento","sierra",91.5,3,"no","sí","residencial",4,236.5,30.41
"casa","sierra",124.9,5,"no","sí","residencial",10,292.6,31.51
"departamento","oriente",104.3,2,"no","no","residencial",5,66.1,10.95
"casa","sierra",88.4,2,"no","no","residencial",9,154,23.69
"departamento","costa",88,2,"no","no","comercial",7,155.9,22.39
"casa","costa",120,5,"sí","no","residencial",10,322.5,36.7
"casa","costa",138.4,4,"sí","no","residencial",8,337.7,37.58
"casa","costa",103.6,2,"no","no","residencial",4,141.8,16.5
"departamento","sierra",68.7,2,"sí","sí","residencial",7,267.8,32.06
"casa","costa",141,4,"sí","no","industrial",8,276.5,45.8
"condominio","costa",107,6,"sí","no","comercial",7,256.1,37.97
"casa","sierra",104.4,4,"no","sí","industrial",7,308.8,55.41
"condominio","sierra",83.1,4,"no","no","residencial",8,238.8,26.77
"casa","sierra",104.6,4,"no","no","comercial",14,233.3,32.87
"casa","oriente",126.4,4,"no","no","residencial",8,152.2,22.43
"casa","sierra",135.2,7,"no","sí","residencial",6,275.1,37.17
"casa","costa",94.4,7,"no","no","residencial",10,269.3,29.32
"departamento","oriente",92.4,3,"no","no","residencial",7,125.9,22.29
"casa","oriente",128,1,"no","no","comercial",6,134,22.79
"casa","sierra",124.6,2,"no","no","residencial",8,154.4,21.09
"casa","costa",124.1,5,"no","no","residencial",9,240.4,29.24
"departamento","sierra",67.3,5,"no","no","residencial",9,175.6,23.21
"casa","sierra",78.7,4,"no","no","comercial",9,170.2,23.41
"casa","costa",106.7,2,"no","no","residencial",6,165.6,22.8
"departamento","sierra",51.1,5,"sí","no","residencial",9,271.2,34.15
"departamento","oriente",81.3,2,"no","no","residencial",10,154.9,24.97
"departamento","costa",50,3,"sí","no","residencial",8,271.1,30.9
"casa","costa",124.7,4,"sí","no","comercial",4,231,35.1
"casa","costa",166.8,5,"sí","no","residencial",10,269.5,35.07
"casa","costa",143.5,5,"no","no","industrial",5,220.2,36.55
"casa","sierra",139.9,3,"sí","no","comercial",4,240.2,31.7
"casa","costa",115.8,5,"sí","no","residencial",8,292.3,36.45
"departamento","sierra",66.7,4,"no","sí","residencial",10,323.6,34.43
"condominio","oriente",71.5,5,"no","no","comercial",8,176.9,26.73
"casa","sierra",132.3,3,"no","no","residencial",8,203.4,25.75
"departamento","costa",95.5,3,"sí","no","residencial",6,209.7,26.73
"casa","sierra",136.8,3,"no","sí","residencial",6,239.9,30.51
"casa","sierra",107,4,"no","no","residencial",11,167.7,21.74
"casa","costa",112.6,4,"sí","no","residencial",7,234.7,30.88
"casa","costa",90.2,6,"sí","no","comercial",9,322.7,42.69
"casa","costa",119.6,6,"sí","no","residencial",6,334.1,42.31
"casa","sierra",101.5,4,"no","sí","industrial",8,268.7,45.61
"casa","sierra",92.3,3,"no","no","residencial",7,136.1,23.58
"casa","sierra",96.8,4,"no","sí","comercial",10,238.4,34.41
"casa","costa",117.5,2,"sí","no","industrial",4,183.3,37.29
"departamento","costa",84.4,5,"sí","no","residencial",7,303.6,33.37
"casa","sierra",137.4,4,"sí","no","residencial",10,280.6,35.36
"casa","costa",80.8,4,"sí","no","comercial",6,280.7,39.86
"departamento","sierra",110.9,5,"no","no","comercial",9,250.2,35.53
"casa","oriente",101.9,4,"no","no","comercial",10,213.7,30.9
"departamento","costa",86.7,3,"no","no","residencial",9,98.6,19.68
"casa","oriente",139.7,3,"no","no","comercial",3,114.2,17.03
"casa","costa",102.6,6,"sí","no","residencial",12,339.9,41.76
"casa","costa",100.9,5,"no","no","residencial",6,185.8,26.76
"casa","costa",124.3,3,"sí","no","residencial",10,269.1,30.99
"casa","oriente",96.1,6,"no","no","residencial",11,181.9,21.79
"casa","oriente",111.8,3,"no","no","residencial",4,182.5,26.24
"casa","sierra",100.9,6,"no","sí","residencial",8,278.2,31.38
"casa","costa",125.4,3,"no","no","industrial",9,167.3,31.57
"casa","costa",134.3,2,"sí","no","residencial",4,266.9,32.08
"casa","costa",141.2,4,"sí","no","industrial",8,233.6,40.3
"departamento","sierra",73.7,3,"no","no","residencial",5,131,20.15
"departamento","sierra",78.2,7,"sí","sí","residencial",13,425.2,46.08
"departamento","costa",78.4,5,"sí","no","residencial",10,269,36.55
"casa","sierra",119,1,"no","no","comercial",9,99,14.78
"condominio","sierra",95.8,1,"no","sí","residencial",5,183.1,24.67
"casa","sierra",104.8,3,"no","no","residencial",13,172.3,24.07
"departamento","sierra",83.8,5,"no","sí","comercial",7,268.3,36.03
"casa","costa",108,2,"no","no","residencial",9,144.6,18.58
"casa","sierra",119.3,6,"no","sí","comercial",8,295.5,44.7
"departamento","sierra",78.2,2,"no","sí","residencial",4,253.6,27.95
"casa","costa",94.6,2,"no","no","residencial",10,212.9,26.66
"departamento","costa",103.2,3,"no","no","residencial",7,133.6,16.03
"casa","sierra",123.8,6,"no","no","residencial",7,182.8,26.95
"casa","costa",112.8,2,"sí","no","comercial",7,243.4,34.04
"departamento","oriente",90.2,1,"no","no","residencial",5,166.6,24.31
"casa","costa",98.8,2,"no","no","comercial",8,168.7,29.65
"casa","sierra",157.6,3,"no","sí","residencial",11,259.5,31.14
"condominio","sierra",110.1,3,"no","sí","residencial",5,204.9,23.52
"departamento","sierra",74.2,3,"no","no","residencial",4,194.5,26.39
"casa","sierra",142.6,3,"no","no","residencial",8,137.7,20.61
"casa","sierra",123.4,2,"no","no","residencial",8,136.7,22.82
"casa","sierra",108.2,5,"no","sí","residencial",8,238.2,27.58
"departamento","costa",52,5,"no","no","residencial",7,191.9,23.11
"departamento","oriente",79.2,5,"sí","no","residencial",9,362.4,38.5
"casa","costa",132.4,7,"sí","no","comercial",11,376.1,48.85
"casa","sierra",126.5,4,"sí","sí","residencial",7,361.5,39.92
"casa","costa",92.1,4,"sí","no","comercial",6,273.4,39.91
"casa","costa",128.4,7,"no","no","comercial",11,197.8,28.06
"casa","sierra",108.9,5,"no","no","residencial",7,196.1,29.14
"casa","costa",120.2,2,"no","no","comercial",7,183.6,28.02
"casa","sierra",144.9,2,"no","no","industrial",8,163.6,29.41
"casa","costa",126.7,6,"no","no","comercial",10,212.6,32.2
"departamento","costa",90.6,7,"sí","no","industrial",9,352.3,59.21
"casa","costa",103.4,3,"sí","no","comercial",7,256.7,38.66
"condominio","sierra",104.5,6,"no","no","residencial",8,209.4,27.23
"casa","oriente",90.9,3,"no","no","comercial",5,166.3,24.65
"condominio","costa",117.2,5,"no","no","comercial",7,156.4,24.04
"departamento","costa",64.8,2,"sí","no","residencial",9,261.3,35.52
"condominio","sierra",75.8,4,"sí","sí","comercial",8,314.9,42.57
"departamento","costa",62.8,2,"sí","no","residencial",6,317.7,38.98
"casa","costa",133,5,"no","no","residencial",8,198.9,26.01
"casa","costa",123.7,5,"sí","no","residencial",11,268.2,30.51
"departamento","costa",50,3,"sí","no","residencial",11,244.4,30.67
"casa","sierra",76.5,5,"no","no","residencial",9,222.1,28.19
"casa","sierra",112.1,3,"no","sí","industrial",7,181.7,29.83
"departamento","sierra",62.2,4,"no","sí","residencial",11,247.5,30.21
"casa","costa",120.8,3,"no","no","comercial",7,141.5,22.12
"departamento","costa",69,5,"sí","no","residencial",9,273.5,36.44
"casa","costa",111.3,2,"sí","no","residencial",6,271.6,29.34
"casa","sierra",125.7,3,"sí","no","residencial",5,233.4,27.15
"condominio","sierra",113.1,3,"sí","no","comercial",5,220.7,31.8
"casa","costa",111.8,2,"sí","no","residencial",8,271,33.97
"casa","costa",129.3,4,"sí","no","residencial",9,323.1,35.89
"casa","sierra",83.6,4,"no","sí","residencial",6,296.5,34.79
"condominio","oriente",85.2,3,"no","no","comercial",6,165,27.62
"condominio","sierra",105.6,2,"no","sí","residencial",8,258.2,32.87
"casa","sierra",112.5,7,"no","no","comercial",9,260.5,35.53
"departamento","costa",92.7,2,"sí","no","residencial",6,211.6,30.36
"casa","sierra",97,7,"no","sí","industrial",11,300.7,53.63
"departamento","sierra",95.8,3,"no","no","residencial",8,157.9,24.15
"departamento","costa",95.6,3,"sí","no","residencial",9,272.4,33.09
"casa","sierra",123.6,6,"no","no","comercial",6,185.2,31.91
"casa","sierra",118.6,6,"no","sí","residencial",10,331.5,35.19
"departamento","costa",97.8,3,"sí","no","residencial",8,232.2,26.12
"departamento","sierra",75.5,6,"sí","no","residencial",10,279.9,35.73
"departamento","costa",85.8,7,"no","no","residencial",9,263.3,28.83
"casa","sierra",97.4,3,"no","sí","comercial",11,284.3,39.85
"casa","sierra",106.2,3,"no","no","industrial",10,148.7,29.13
"departamento","sierra",87.7,6,"sí","no","residencial",8,316.2,37.16
"casa","costa",108.1,2,"no","no","residencial",6,131.1,19.46
"casa","costa",113.6,4,"no","no","residencial",10,214.7,28.25
"departamento","costa",101.7,3,"no","no","residencial",7,141.1,23.38
"departamento","costa",83.4,3,"sí","no","residencial",8,233.9,30.06
"casa","costa",130.1,5,"sí","no","residencial",7,339.5,37.19
"casa","sierra",140.3,3,"sí","no","residencial",7,273,36.68
"casa","costa",114.8,5,"sí","no","residencial",8,299,36.23
"casa","oriente",113.7,4,"no","no","residencial",10,236.2,29.87
"casa","costa",140.8,2,"no","no","comercial",4,116.6,21.53
"departamento","sierra",50,4,"no","no","residencial",6,190,24.27
"departamento","costa",87.5,4,"no","no","residencial",9,160.3,20.69
"casa","costa",122.1,4,"sí","no","residencial",10,276,35.34
"casa","costa",151.7,4,"no","no","residencial",8,222.3,24.67
"departamento","oriente",76.4,3,"sí","no","residencial",8,240.9,32.5
"casa","sierra",124,2,"no","no","comercial",10,177.2,25.5
"departamento","costa",54.5,3,"sí","no","residencial",8,236.8,26.81
"departamento","oriente",73.1,3,"sí","no","residencial",10,304.1,37.74
"casa","sierra",98,5,"no","no","residencial",7,206.2,22.84
"condominio","costa",111.9,3,"sí","no","comercial",9,217.6,34.87
"departamento","sierra",81.6,3,"no","no","residencial",5,100.7,16.61
"departamento","sierra",73.3,6,"no","sí","comercial",9,318.3,41.57
"casa","costa",125.2,3,"no","no","residencial",7,131.2,15.58
"casa","costa",147.2,5,"sí","no","comercial",8,324,46.77
"departamento","sierra",66.8,5,"no","no","residencial",11,145.5,22.95
"condominio","sierra",110.5,1,"no","no","residencial",6,202,27.1
"casa","costa",120.6,5,"no","no","residencial",7,184.9,28.43
"casa","sierra",98.8,5,"no","no","residencial",12,236.9,32.13
"casa","sierra",87.9,7,"no","no","residencial",14,220.3,28.54
"departamento","sierra",105.2,3,"no","sí","residencial",6,277.7,33.52
"casa","sierra",150.9,6,"no","no","residencial",11,240.3,30.2
"departamento","sierra",104.5,4,"sí","no","residencial",10,277.4,37.71
"casa","sierra",100.4,4,"no","no","residencial",9,91.2,16.69
"casa","costa",112.7,6,"no","no","comercial",10,197.1,30.01
"departamento","costa",118.8,4,"no","no","comercial",10,182.3,30.22
"casa","oriente",135.1,4,"sí","no","residencial",11,267.1,35.78
"condominio","oriente",113.2,6,"no","no","residencial",6,214.1,25.43
"departamento","sierra",116.7,7,"no","no","residencial",9,158.9,19.14
"departamento","sierra",57.4,2,"no","no","residencial",7,149,22.77
"departamento","sierra",70.4,1,"no","no","residencial",10,122.3,20.24
"casa","costa",109.4,3,"sí","no","residencial",9,269.9,35.68
"departamento","costa",71.7,4,"sí","no","residencial",6,246,29.83
"departamento","costa",58.2,6,"no","no","comercial",10,229.2,37.46
"condominio","costa",101.9,4,"sí","no","residencial",4,299.9,36.57
"casa","oriente",115.9,1,"no","no","comercial",8,160.9,28.35
"departamento","sierra",61.4,6,"no","no","residencial",10,181,23.05
"casa","costa",157.1,3,"sí","no","comercial",11,283.1,41.69
"casa","costa",121.2,3,"no","no","industrial",7,168.7,29.16
"departamento","costa",50,5,"sí","no","residencial",10,308.5,38.9
"casa","costa",113.5,6,"sí","no","comercial",10,360.1,49.71
"casa","sierra",68.7,6,"no","no","residencial",8,188.4,27.31
"condominio","sierra",95.1,5,"sí","no","residencial",7,278.4,31.18
"departamento","sierra",87.5,1,"no","sí","residencial",4,182.9,20.96
"casa","costa",108.9,3,"sí","no","residencial",9,275.7,31.49
"departamento","costa",79.3,7,"sí","no","residencial",10,313.3,40.37
"condominio","costa",106.7,4,"sí","no","residencial",6,257.5,32.23
"casa","sierra",112.3,5,"no","no","residencial",6,245.4,28.38
"departamento","costa",107.6,6,"sí","no","comercial",7,353.2,48.92
"casa","costa",157.6,2,"no","no","residencial",6,157.4,22.92
"condominio","sierra",116.3,3,"no","no","residencial",3,129.6,15.54
"condominio","costa",119.3,4,"sí","no","residencial",8,275.4,30.88
"casa","costa",166.7,6,"sí","no","residencial",11,297.1,32.46
"casa","costa",117.3,3,"sí","no","industrial",8,240.8,45.77
"departamento","sierra",83.5,5,"no","no","residencial",11,244.8,27.05
"casa","sierra",88.9,1,"no","no","residencial",6,149.1,19.13
"casa","costa",118.7,4,"no","no","comercial",8,121.4,23.62
"casa","sierra",109.2,5,"no","sí","comercial",7,281.9,37.02
"casa","costa",117.2,4,"no","no","residencial",5,228.7,25.45
"casa","sierra",122.5,3,"no","no","residencial",8,155.3,19.1
"casa","costa",117.3,4,"sí","no","residencial",9,289.7,36.99
"condominio","oriente",94.3,5,"no","no","residencial",9,215.3,26.46
"departamento","costa",50,7,"no","no","residencial",7,217.5,28.45
"casa","costa",144.4,3,"no","no","comercial",6,131.1,19.83
"casa","costa",132.6,3,"no","no","residencial",5,126.8,22.23
"casa","costa",84,6,"no","no","residencial",7,215.2,23.85
"casa","sierra",120.7,3,"no","no","residencial",7,127.4,18.33
"casa","costa",148.7,2,"no","no","residencial",6,177.2,21.28
"casa","costa",155.6,3,"sí","no","residencial",9,286.7,31.22
"casa","costa",169.3,4,"no","no","residencial",7,196.1,21.92
"departamento","costa",68.9,4,"no","no","residencial",7,181.8,25.69
"casa","oriente",139,3,"no","no","residencial",6,177.3,25.27
"departamento","costa",108.3,7,"sí","no","residencial",11,411.7,50.85
"casa","sierra",104.6,2,"no","sí","residencial",6,231.5,29
"departamento","costa",91.7,6,"sí","no","industrial",9,303.1,51.33
"casa","costa",126.1,2,"no","no","residencial",8,132.9,18.16
"casa","costa",145.6,2,"sí","no","residencial",5,291,36.46
"casa","sierra",125.1,3,"no","no","residencial",10,168.6,21.84
"departamento","costa",75.1,4,"sí","no","comercial",7,284.9,38.19
"casa","costa",129.7,3,"no","no","residencial",9,150.8,18.29
"departamento","costa",58.7,7,"no","no","residencial",6,186.1,20.91
"departamento","costa",93.3,4,"no","no","residencial",6,152.9,17.31
"departamento","sierra",72.7,5,"sí","no","residencial",11,320.3,34.14
"casa","sierra",129.1,3,"sí","no","residencial",6,197.9,25.43
"casa","sierra",124.6,5,"sí","no","residencial",11,289.6,37.47
"casa","sierra",125.6,4,"no","sí","industrial",8,265.9,44.34
"casa","costa",105.5,5,"sí","no","residencial",8,269.2,36.24
"casa","costa",117.8,3,"no","no","residencial",7,178.7,25.49
"condominio","costa",91.3,2,"no","no","residencial",5,131.8,17.59
"casa","costa",132,5,"no","no","residencial",8,163.4,22.53
"casa","costa",160.3,5,"sí","no","residencial",10,327.1,37.91
"departamento","sierra",91.3,6,"no","no","residencial",7,211.1,23.13
"casa","costa",95.7,2,"sí","no","comercial",8,254.1,35.29
"casa","sierra",96.6,1,"sí","no","residencial",6,265,33.96
"departamento","costa",80.5,6,"sí","no","industrial",9,271.9,48.29
"casa","sierra",140,3,"no","sí","residencial",6,145.9,18.83
"casa","costa",148.3,5,"no","no","residencial",10,260.6,35.91
"casa","costa",97.8,5,"sí","no","residencial",11,319.3,37.42
"departamento","sierra",82.1,5,"no","no","comercial",9,203.9,34.09
"condominio","sierra",102.6,3,"no","no","residencial",8,159.7,19.47
"condominio","sierra",97.8,5,"no","sí","comercial",6,291,44.55
"casa","sierra",95.2,3,"no","no","residencial",10,208,23.94
"casa","costa",132.5,3,"sí","no","residencial",8,221,27.69
"casa","costa",81.7,3,"sí","no","comercial",10,248.3,34.86
"casa","sierra",133.8,5,"sí","no","comercial",12,370.8,54.02
"casa","sierra",88.4,3,"no","sí","residencial",5,196.5,25.97
"departamento","sierra",73.2,6,"sí","sí","residencial",7,369.1,40.31
"casa","sierra",117.1,3,"no","no","residencial",9,199.4,26.84
"casa","costa",106.5,5,"sí","no","residencial",10,286.8,33.02
"condominio","sierra",88.6,4,"no","no","residencial",6,219.1,27.83
"departamento","sierra",89.4,4,"no","sí","residencial",8,246.1,28.72
"casa","costa",146,2,"sí","no","residencial",8,231.2,26.22
"departamento","costa",80.7,3,"sí","no","residencial",8,286,34.78
"casa","sierra",108.1,2,"no","no","comercial",6,86,14.75
"casa","costa",106.7,3,"sí","no","industrial",5,249,46.75
"casa","sierra",134.3,2,"sí","sí","residencial",11,331.7,36.76
"casa","costa",110.7,6,"sí","no","industrial",4,321.4,52.63
"departamento","sierra",50,7,"no","sí","residencial",7,267.8,34.24
"casa","sierra",120.9,5,"no","no","residencial",10,189.6,27.59
"departamento","costa",98.2,1,"sí","no","residencial",9,250.9,33.94
"casa","sierra",129.2,3,"sí","sí","comercial",9,351.3,50.66
"casa","costa",154.2,1,"sí","no","industrial",8,216.2,38.51
"departamento","costa",129.4,6,"sí","no","residencial",8,268.5,30.5
"casa","costa",132.5,5,"no","no","residencial",9,184.6,26.67
"casa","costa",116.4,2,"no","no","residencial",11,190.1,21.33
"departamento","costa",105.4,5,"sí","no","industrial",11,371.9,62.52
"casa","costa",134.9,2,"sí","no","residencial",9,259.8,32.86
"casa","costa",162.4,2,"sí","no","residencial",6,192.6,26.7
"casa","sierra",126.9,3,"sí","no","residencial",3,197.6,22.2
"casa","costa",116.7,2,"sí","no","residencial",4,219.1,27.52
"departamento","oriente",96.8,4,"no","no","residencial",12,199.6,24.95
"casa","costa",124.4,5,"sí","no","comercial",8,282.4,42.66
"casa","costa",128.1,1,"no","no","residencial",6,123,15.18
"casa","sierra",146.9,3,"no","no","residencial",8,230.6,28.38
"departamento","costa",54.6,3,"sí","no","residencial",5,216.2,25.37
"departamento","oriente",68.1,3,"sí","no","residencial",7,233.9,32.27
"departamento","sierra",65.6,3,"no","sí","residencial",7,264.1,32.69
"casa","costa",101.7,4,"sí","no","residencial",10,302.6,37.71
"casa","costa",121.1,3,"sí","no","residencial",8,273,31.91
"casa","costa",110.5,3,"sí","no","residencial",5,322.9,35.41
"departamento","sierra",93.7,5,"no","sí","comercial",8,262.6,38.5
"departamento","costa",105.8,2,"no","no","industrial",5,116.2,25.34
"departamento","costa",66.4,5,"no","no","residencial",10,248.8,34.82
"casa","sierra",128.3,5,"sí","no","residencial",8,250.8,30.68
"casa","costa",126.3,3,"no","no","comercial",9,150.7,27.32
"casa","costa",101.3,4,"no","no","residencial",8,204.9,24.32
"casa","sierra",125.1,3,"sí","no","residencial",7,260.1,29.21
"casa","costa",104.3,4,"sí","no","residencial",4,278.1,35.72
"departamento","sierra",58.7,4,"no","sí","industrial",9,287.1,51.87
"casa","costa",83.4,3,"no","no","industrial",8,180.2,36.06
"departamento","sierra",114.3,7,"no","no","residencial",9,250.8,30.79
"casa","sierra",117.5,3,"no","sí","residencial",7,220,30.93
"casa","sierra",113.3,3,"no","no","residencial",8,157.9,21.56
"departamento","costa",108.6,7,"no","no","residencial",11,253.6,33.88
"departamento","costa",122.7,3,"sí","no","comercial",8,289.7,42.18
"casa","oriente",105.6,6,"no","no","residencial",6,298.2,36
"departamento","costa",55.7,5,"no","no","comercial",9,216.7,30.89
"casa","oriente",118.4,5,"no","no","residencial",10,184.8,24.54
"departamento","sierra",50.9,3,"no","no","comercial",8,169.3,25.11
"casa","sierra",107.6,1,"no","no","residencial",8,95.9,15.99
"casa","sierra",118,3,"no","no","residencial",4,167.3,20.91
"departamento","costa",69.5,1,"no","no","residencial",6,135.4,17.12
"casa","costa",153.7,4,"no","no","industrial",9,198.6,36.3
"condominio","costa",104.7,3,"sí","no","residencial",8,297.4,39.03
"condominio","costa",102.5,3,"no","no","residencial",8,174.6,20.69
"casa","sierra",153.4,4,"no","no","residencial",9,171.7,25.25
"departamento","costa",110.2,4,"sí","no","comercial",10,323.6,47.04
"casa","sierra",113.7,4,"no","sí","residencial",6,245.5,30.22
"casa","oriente",120.2,5,"no","no","industrial",7,151.6,30.86
"casa","costa",100.8,2,"sí","no","comercial",6,248.4,37.54
"casa","costa",106.3,3,"sí","no","residencial",9,248,30.81
"casa","oriente",91.1,6,"no","no","comercial",9,238.8,35.27
"casa","costa",133.1,2,"no","no","comercial",8,200.5,31.65
"departamento","sierra",75.4,3,"no","no","industrial",7,131.6,29.68
"casa","sierra",131.3,1,"no","no","comercial",5,102.9,18.08
"departamento","costa",75.8,6,"no","no","residencial",12,197.7,23.82
"casa","costa",90.7,4,"sí","no","comercial",12,259.7,39.09
"casa","costa",98.8,6,"no","no","residencial",9,195.7,26.37
"departamento","sierra",94.9,3,"sí","sí","residencial",5,265.6,35.98
"departamento","costa",64.7,2,"no","no","residencial",10,167,19.02
"departamento","costa",51.5,3,"sí","no","comercial",7,270.5,34.87
"casa","costa",87.6,4,"no","no","comercial",9,185.2,26.11
"casa","sierra",108.1,5,"no","no","residencial",6,196.9,24.88
"departamento","sierra",86.9,5,"sí","sí","industrial",12,414.3,67.57
"departamento","costa",73.1,4,"no","no","industrial",11,173.3,33.38
"departamento","sierra",69.4,6,"no","no","comercial",9,235,33.82
"casa","costa",118.7,3,"no","no","residencial",6,168.5,20.17
"casa","sierra",121.6,4,"no","no","residencial",4,154.7,22.21
"casa","costa",138.8,3,"no","no","residencial",7,192.4,23.61
"departamento","sierra",81.3,5,"no","sí","residencial",10,313.3,34.41
"casa","sierra",117.4,2,"no","sí","residencial",9,202,25.44
"departamento","sierra",72.6,1,"no","sí","residencial",5,219.6,25.59
"departamento","costa",59.9,3,"no","no","residencial",11,101,19.04
"condominio","costa",97.5,2,"no","no","residencial",8,122.3,17.91
"casa","costa",92.9,5,"sí","no","residencial",9,266.7,32.86
"condominio","costa",129.3,6,"sí","no","residencial",9,342.2,38.45
"departamento","sierra",84.1,3,"no","sí","residencial",6,269.3,29.28
"departamento","costa",50,3,"sí","no","residencial",7,259.1,30.69
"casa","costa",94.5,3,"sí","no","residencial",8,238.1,31.76
"casa","sierra",134,6,"no","no","residencial",9,239.9,27.19
"casa","costa",74.3,3,"sí","no","industrial",11,279,47.93
"departamento","sierra",93.7,3,"no","sí","residencial",7,195,28
"casa","sierra",126,3,"no","sí","residencial",6,264.4,31.73
"casa","oriente",105.7,4,"no","no","residencial",4,187.9,26.76
"casa","oriente",108.4,4,"no","no","residencial",10,197.7,26.04
"casa","oriente",94,6,"no","no","residencial",8,248.5,27.12
"casa","sierra",96.3,1,"no","sí","comercial",4,241.6,35.24
"departamento","sierra",72.5,7,"no","no","residencial",8,286.7,32.81
"casa","oriente",90.7,7,"no","no","residencial",15,291.6,37.26
"departamento","costa",74.1,5,"sí","no","residencial",6,331.2,35.42
"departamento","sierra",68.7,3,"no","no","residencial",8,155.7,17.82
"casa","costa",123.1,2,"sí","no","residencial",3,270.8,33.98
"casa","costa",130.1,2,"sí","no","industrial",7,215.3,37.3
"departamento","sierra",85.2,2,"no","no","residencial",8,204.3,25.19
"departamento","costa",92.3,4,"sí","no","residencial",8,268.7,28.96
"casa","costa",123.2,3,"sí","no","residencial",8,227.1,27.63
"condominio","costa",87.2,2,"sí","no","residencial",7,218.1,27.47
"casa","sierra",115.3,6,"no","sí","residencial",11,301.1,34.9
"casa","costa",147.2,4,"sí","no","residencial",8,225,28.64
"casa","sierra",151.9,4,"no","sí","residencial",11,296.6,35.56
"departamento","sierra",89.2,5,"no","no","comercial",10,242.3,34.9
"casa","costa",99.1,4,"sí","no","residencial",8,230.9,28.23
"casa","costa",126.6,4,"sí","no","residencial",10,344.1,41.54
"departamento","costa",104.4,4,"sí","no","residencial",8,326.3,37.19
"casa","sierra",98,4,"no","no","residencial",9,174.7,21.6
"departamento","sierra",102.3,6,"no","no","residencial",8,223.4,27.64
"casa","costa",89.2,1,"sí","no","residencial",2,177.8,24.2
"departamento","costa",75.9,5,"sí","no","residencial",8,279.8,30
"departamento","costa",106.8,3,"no","no","residencial",5,158.9,21.5
"casa","sierra",120.7,6,"no","no","residencial",9,243.4,28.39
"casa","sierra",133.6,3,"sí","sí","comercial",8,324.3,48.41
